merchant_mask,score,segment_type,gen_industry,log_orders,log_gmv,CTR,price_competitiveness,avg_order_value,do_click_ratio,is_active
Южхолмбург,0.590180684522246,small,CEHAC,2.772588722239781,13.750105528183166,0.03214799974957741,0.8746,62445.8,0.3047711781888997,1
Лунонинск,0.5900445240769031,medium,CEHAC,5.099866427824199,14.265359310381248,0.033933501481472124,0.4559,9620.085889570551,0.06018240853721589,1
Светфордридж,0.5900415609307077,small,DIY,4.219507705176107,15.98564025067493,0.02678717391812046,0.5329,130737.59701492537,0.1979075850043592,1
Гореремир,0.5895161952161383,top100,CEHAC,5.365976015021851,15.818414408882564,0.015386978466758012,0.5657,34791.281690140844,0.062109696816231616,1
Прибриноград,0.5890473701979771,medium,DIY,4.51085950651685,15.323504939994423,0.028755531195272917,0.643,50196.22222222222,0.06913727834229927,1
Велилоград,0.5889464403903573,medium,CEHAC,5.003946305945459,16.15410833928268,0.005266570357216278,0.7917,70045.19594594595,0.11851773350289671,1
Чистовск,0.5887099291052523,medium,FMCG,5.288267030694535,13.684975813757728,0.024538875295687938,0.4785,4454.94923857868,0.14388076812840356,1
Южельоград,0.5882231259180766,medium,DIY,4.060443010546419,13.493840033509363,0.03607309809243761,0.8213,12718.17543859649,0.1503592423252776,1
Озергриново,0.5881121418473684,medium,Other,4.248495242049359,14.528117660044659,0.02370213277237523,0.7734,29555.072463768116,0.16048439008690055,1
Портсторидж,0.5877482647198395,big,CEHAC,4.727387818712341,15.536558715747125,0.00940202781657374,0.8817,49914.142857142855,0.15474466418176205,1
Нордвинино,0.5875133172408304,medium,DIY,4.23410650459726,14.619978605941808,0.0347024146202032,0.6215,32875.08823529412,0.10807983962346379,1
Чистевемир,0.587462703668521,medium,CEHAC,4.976733742420574,13.942620627954671,0.020317146389839093,0.7355,7885.701388888889,0.1456324200118372,1
Елонпорт,0.5869080836428067,nano,CEHAC,4.143134726391533,14.6004261992941,0.029263854425144748,0.8614,35358.403225806454,0.05728283399283965,1
Волирово,0.5866987063334292,medium,Other,5.703782474656201,13.495142746161518,0.007007434986878085,0.7385,2427.695652173913,0.1656913696443917,1
Илиинск,0.5865404623203487,medium,DIY,4.04305126783455,13.837873630012533,0.02499051005362058,0.8519,18260.964285714286,0.300740401496069,1
Холонистан,0.5865103516721406,medium,FMCG,5.225746673713202,12.975217440316584,0.026194650557960598,0.6703,2332.881081081081,0.12498017446471055,1
Озердорово,0.5863543904370357,medium,DIY,4.430816798843313,14.046659579819275,0.03302686935966383,0.6296,15181.277108433735,0.1411871181838751,1
Тереристан,0.5856344654361916,medium,FMCG,1.6094379124341003,14.839700979064805,0.029741573547371652,0.7822,173215.33142857207,0.20630215195432586,1
Светольск,0.5842713868064848,nano,CEHAC,2.995732273553991,13.882146253493547,0.02703788242439679,0.8982,56258.15789473684,0.28532608695652173,1
Эльвинорск,0.5842306355320319,medium,Other,4.30406509320417,13.8924725250259,0.03240379055194307,0.631,14794.520547945205,0.20686138830213416,1
Уралстохилл-6479,0.584171388395502,medium,Other,3.8918202981106265,13.687858988109285,0.051100769643816005,1.0,18336.645833333332,0.0272913018096906,1
Даряркент,0.5840492524451386,big,Other,4.804021044733257,15.096142413387492,0.016544299699357768,0.7545,29743.07438016529,0.11613456556745781,1
Аросково,0.5836730912191428,big,Other,4.007333185232471,13.825956805434428,0.05076573018474199,0.7976,18712.962962962964,0.07733395262424524,1
Холхолмград,0.5834480346904631,medium,DIY,3.9889840465642745,14.278516636357967,0.04189416622634494,0.6038,29978.150943396227,0.12997781151465607,1
Илевистан,0.5833070297627914,medium,DIY,4.189654742026425,14.483719858358215,0.02698309096232676,0.7101,30011.384615384617,0.13292641573414718,1
Скалевино,0.5831900657084041,small,CEHAC,3.8501476017100584,13.852275373252258,0.022940449108137095,0.9501,22553.217391304348,0.24553305539011316,1
Веларкент,0.5829622119938821,big,Other,4.564348191467836,14.900578535160987,0.026856117678418504,0.5178,31154.105263157893,0.1361396592988878,1
Радельельск,0.5826800636710986,medium,CEHAC,4.499809670330265,15.075476380653903,0.03813642164716105,0.5998,39610.11235955056,0.01580689949802414,1
Елхолмбург-4046,0.5825983517934246,medium,CEHAC,5.123963979403259,16.57875166455658,0.011282580645161291,0.7945,94916.97005988024,0.023199581754019084,1
Ладбургкент,0.5824935259876913,big,DIY,4.820281565605037,13.627994734293065,0.02130982458890852,0.767,6739.959349593496,0.1918010752688172,1
Зордельпорт,0.5820908319822569,small,DIY,3.4657359027997265,13.495414103313962,0.030400605789036746,0.8607,23421.870967741936,0.24371572212065815,1
Ясвинпорт,0.581799562815026,medium,DIY,3.5263605246161616,13.701596901595057,0.03213408040892559,0.8528,27040.424242424244,0.15234016518813093,1
Зормарбург,0.5811796201757433,medium,Other,3.7376696182833684,14.391281432642065,0.05301511975243229,0.7731,43378.04878048781,0.04374275782155272,1
Холстоинск,0.5809642229737794,medium,CEHAC,5.003946305945459,15.732278893540428,0.03271555055088207,0.3136,45938.85135135135,0.014631644305266853,1
Лунертаун,0.5806958618694298,big,FMCG,5.472270673671475,14.688286088557122,0.012486911956941004,0.538,10099.341772151898,0.10981748150741892,1
Тауельск,0.5805617977568771,medium,DIY,3.332204510175204,14.175281404646771,0.028584772449807314,0.8066,53074.07407407407,0.1615708006879419,1
Волонбург,0.5798200765285068,medium,CEHAC,4.189654742026425,15.158195449412323,0.02187906396070359,0.8835,58912.46153846154,0.07064737449901501,1
Яртерридж,0.5797815336981286,nano,CEHAC,2.8903717578961645,13.922660371872793,0.025465764344057288,0.9539,65476.470588235294,0.19667976175389684,1
Тихевсково,0.5796056192544417,big,CEHAC,4.795790545596741,15.080003602188453,0.014048977081261804,0.6955,29510.8,0.1901423583131883,1
Норданистан-2466,0.5794679271490265,medium,CEHAC,4.02535169073515,14.301076833575626,0.05216894161366398,0.7127,29547.163636363635,0.049315068493150684,1
Теренкент,0.5794281008380817,medium,DIY,4.770684624465665,13.514013496478766,0.03035781480752002,0.6234,6322.2991452991455,0.13225790164596588,1
Ярдористан,0.5791253526373015,medium,DIY,2.4849066497880004,13.568119138896044,0.02694851421485326,0.9499,70984.90909090909,0.293992330634853,1
Горбринемир,0.578895494421305,medium,DIY,4.897839799950911,14.804507737458167,0.0233320680339312,0.6044,20214.556390977443,0.06408903713284095,1
Жаруельск,0.578447395381663,small,CEHAC,3.713572066704308,13.284104604570025,0.03240359019058164,0.9498,14694.425,0.1297709923664122,1
Речасково,0.5783625215986751,medium,DIY,3.1780538303479458,14.0965576676515,0.027087960534392892,0.8426,57587.608695652176,0.1715423705534954,1
Лесайсково,0.5781805972200634,medium,DIY,2.8903717578961645,13.69753637904118,0.033726671353700624,0.8347,52277.529411764706,0.16202771526708515,1
Бертеркент,0.5775574538305972,medium,CEHAC,4.290459441148391,14.01465645514853,0.018605827974772594,0.9678,16949.430555555555,0.17313432835820897,1
Ладиристан,0.5774313847656589,medium,DIY,4.962844630259907,13.996618879085375,0.019001364788809996,0.7117,8440.450704225352,0.13661643770499596,1
Лесгрининск,0.5770340255585593,small,DIY,4.219507705176107,14.188992961885996,0.023419251574430283,0.7049,21683.34328358209,0.24046217571397427,1
Терайистан,0.5766982733020475,big,DIY,5.159055299214529,14.099308095369667,0.0166896619906857,0.6384,7677.242774566474,0.1308136542969867,1
Зоровхилл,0.5766057210169026,medium,CEHAC,5.288267030694535,12.646406060078228,0.028694999586239566,0.6202,1576.8730964467004,0.11223813312118801,1
Долутаун,0.5765651220899893,small,CEHAC,2.70805020110221,14.336795887780353,0.02722475862585136,0.8652,120299.28571428571,0.1360824742268041,1
Росстооград,0.5765197721735038,medium,CEHAC,4.634728988229636,14.809968640128053,0.023946520053721543,0.7023,26502.529411764706,0.060954249281860856,1
Лунабург,0.5765104935809933,medium,DIY,4.30406509320417,14.68989662610999,0.025465759949622843,0.8212,32841.12328767123,0.05135792032125119,1
Неваск,0.5764818778622205,medium,DIY,4.127134385045092,14.700843401331975,0.025144349155132886,0.8471,39734.262295081964,0.06310679611650485,1
Эльиремир,0.576311556009716,big,Home,4.624972813284271,15.024177129310464,0.01629451114912148,0.8396,33158.56435643564,0.09907658259243714,1
Новтерпорт,0.5759235125043123,medium,Other,5.0689042022202315,14.010740113600678,0.02246100263887151,0.6823,7693.601265822785,0.061430850411093384,1
Лунмирград,0.5759199889385906,nano,Other,2.70805020110221,12.82122855444874,0.034848133832441196,0.9688,26427.714285714286,0.24352694191742477,1
Старбургистан,0.5759070512212792,medium,Fashion,4.330733340286331,13.778662946775805,0.024367820593033367,0.8683,12850.96,0.12465303140978817,1
Чисторинск,0.5758667244885531,medium,DIY,4.454347296253507,14.892695920877417,0.017476815567361602,0.8633,34545.90588235294,0.10666950550912865,1
Гордорсково-3233,0.5757017161540341,medium,DIY,4.23410650459726,15.084154468388007,0.034398767690382206,0.6254,52294.5,0.043567496968000746,1
Скалвилсково,0.5755958746151478,big,Other,4.30406509320417,14.642576118759376,0.020876523811712146,0.8115,31323.260273972603,0.11382355123543815,1
Нордольино,0.5755231081830587,medium,CEHAC,4.770684624465665,14.767326722305716,0.008436282070161373,0.86,22140.247863247863,0.15878992883811469,1
Орстобург,0.5753340214508637,medium,CEHAC,3.367295829986474,15.340716064851902,0.030967939655768984,0.8165,164145.9642857143,0.047086991221069435,1
Форбриноград,0.5752960731144499,medium,CEHAC,4.574710978503383,13.96837927356928,0.03396901662850851,0.6123,12137.197916666666,0.08754336355420808,1
Велаино,0.5751210374226005,medium,DIY,3.7612001156935624,14.578653373742194,0.02899868486689946,0.723,51071.57142857143,0.10727969348659004,1
Портерград,0.5750032885563063,big,Home,5.003946305945459,14.59936461208059,0.013740695887422893,0.8573,14796.587837837838,0.06997216781775074,1
Устороград,0.5749303939508763,big,Other,5.1298987149230735,14.697630460531471,0.014604997435161223,0.7503,14381.041666666666,0.05989373396848662,1
Невальемир,0.5746395652969436,small,DIY,3.1780538303479458,12.779895603414907,0.03972977866292491,0.8822,15435.08695652174,0.3058957561948163,1
Росярхилл,0.5738799797911784,medium,CEHAC,3.4011973816621555,15.08492581850534,0.022312981871223173,0.8201,122716.20689655172,0.14282156643008342,1
Радтерельск,0.5738344513071075,medium,Other,4.110873864173311,12.630352965495732,0.03390907175349223,0.9579,5094.95,0.1760943068628347,1
Нордвиново,0.5737830147164812,big,Other,3.784189633918261,14.190356308307313,0.02146309801314997,0.9193,33831.767441860466,0.15047979063681302,1
Клинелово,0.573755189549476,medium,Other,3.367295829986474,14.042965601424116,0.024255130091911253,0.9445,44835.71428571428,0.13756916618965845,1
Скалмаремир,0.5735302358732391,medium,Other,4.624972813284271,13.279032027339595,0.04177641516823131,0.7062,5790.1287128712875,0.07488750803514034,1
Устольемир,0.5729819338394088,medium,DIY,4.007333185232471,13.924229527696458,0.02070843042766755,0.9266,20645.333333333332,0.18608885651857246,1
Ладтерсково,0.5729689356092347,medium,Fashion,4.382026634673881,14.134690570730976,0.02649357914076703,0.7373,17417.696202531646,0.09364761558063342,1
Жаравчестер,0.5729355837110426,nano,CEHAC,2.1972245773362196,12.429216196844383,0.04481995210771247,0.9786,31249.875,0.3235887096774194,1
Речланино,0.5729240758575845,medium,CEHAC,4.6443908991413725,15.932747518702008,0.012405458553234223,0.9675,80661.64077669903,0.0528998778998779,1
Малонкент,0.5728702877919849,medium,CEHAC,4.7535901911063645,15.440216715256136,0.011327915417243805,0.7823,44147.18260869565,0.1203302542303605,1
Иланпорт,0.5727509387784098,medium,FMCG,4.574710978503383,13.319642509831263,0.0277967285544889,0.7068,6344.177083333333,0.1647918188458729,1
Елевбург,0.5726601289609548,medium,Other,3.4965075614664802,13.90804507098537,0.02145819649056958,0.9496,34279.6875,0.2433094280216897,1
Клинирбург,0.5724018684241682,medium,DIY,4.897839799950911,13.813540618907814,0.038891466070335994,0.377,7503.992481203008,0.10576580146621756,1
Елярград,0.5723898914674829,medium,DIY,4.2626798770413155,13.419311883538574,0.03215587761299291,0.7905,9612.457142857143,0.10920790284574951,1
Малохилл,0.5723105097607295,medium,CEHAC,4.948759890378168,15.48519410276032,0.011563611941434236,0.7018,37932.04285714286,0.1027981231403067,1
Долилридж,0.5722840797511913,medium,Other,4.189654742026425,15.121202054552064,0.023416654460021082,0.5955,56772.907692307694,0.15630238358068604,1
Новярград-7048,0.572230262276044,medium,CEHAC,4.672828834461906,15.183641203038945,0.03705463740312465,0.4257,37056.6037735849,0.026282457251424952,1
Орбринельск,0.5718753350237282,medium,CEHAC,3.332204510175204,14.654174827358617,0.02309299234031778,0.7606,85676.81481481482,0.21162280701754385,1
Нордооград,0.5718750950332059,medium,Other,4.867534450455582,14.149180299834386,0.04570612637195711,0.3972,10822.333333333334,0.0516043265454106,1
Финельпорт,0.5718062926754404,medium,CEHAC,3.9318256327243257,14.126222397830745,0.021480305585871613,0.824,27287.9,0.20831408775981525,1
Таалькент,0.5717687999040072,medium,DIY,4.564348191467836,13.831507915179278,0.031258725954100536,0.5765,10696.052631578947,0.12892322549493,1
Севераввиль,0.5717502584379514,medium,Other,4.127134385045092,14.146432419713463,0.023453517143867092,0.8174,22823.77049180328,0.1239638281838734,1
Ладиноград,0.5716720271609091,big,DIY,4.882801922586371,13.400716066175336,0.019793343513341836,0.7457,5041.793893129771,0.1980278156236932,1
Зорансково,0.5714343102157659,medium,DIY,3.5553480614894135,14.617649802122346,0.030838861059121436,0.6182,65597.23529411765,0.1431918335471635,1
Жарбургхилл,0.5712931689181424,medium,DIY,4.0943445622221,14.421599814996771,0.025581105254497295,0.8734,31071.98305084746,0.054572806972039214,1
Эльилово,0.5711219073092503,small,DIY,2.833213344056216,13.046645802843097,0.03772832614817215,0.9755,28971.125,0.11723910171730516,1
Арфордхилл,0.570846864753476,small,Pharma,4.406719247264253,12.948517004563216,0.03334406239649953,0.7476,5187.802469135802,0.16634023503077783,1
Фортеристан,0.5698651905301638,top100,Fashion,5.0106352940962555,15.215944975617727,0.009081156198192957,0.8158,27227.926174496642,0.06423849068773684,1
Белхолмридж,0.5698267906799532,big,Other,4.836281906951478,14.48704332092677,0.016420283852523983,0.7453,15657.872,0.10932187862624947,1
Устальград,0.5695985704671778,medium,CEHAC,4.290459441148391,14.896023368154513,0.014097868672264462,0.8597,40919.291666666664,0.1745066321578777,1
Веленорск,0.5693302357046534,medium,Home,3.9889840465642745,14.271977351279498,0.025004045962129795,0.7263,29782.754716981133,0.13873645701421133,1
Речбургкент,0.569317444150427,medium,DIY,3.9889840465642745,14.097292760359862,0.02604196647615915,0.7594,25009.22641509434,0.1255723382979843,1
Росабург,0.5692810764202589,medium,CEHAC,5.19295685089021,12.87055025336679,0.02192116115581405,0.8018,2171.4748603351954,0.08580347942050069,1
Неверино,0.5691776760726636,medium,Fashion,5.087596335232384,12.614486734450308,0.020255555477245977,0.8516,1868.8509316770187,0.17286012526096034,1
Луноворск,0.5690797820081283,medium,DIY,4.553876891600541,15.29385228168503,0.02033432309573304,0.5959,46656.02127659575,0.11829631937335885,1
Старончестер,0.5690229035378748,small,FMCG,3.9512437185814275,12.751569224904713,0.04144600506562284,0.7564,6766.509803921569,0.2763888888888889,1
Тихерельск,0.5689785495003599,medium,DIY,4.406719247264253,14.301130982789953,0.01784152931796209,0.8159,20063.975308641977,0.15727547495682212,1
Даронинск,0.5685726602048512,medium,Pharma,6.320768294250582,13.51441357325559,0.015373566639886798,0.2802,1333.3423423423424,0.09876895483450188,1
Нордилемир,0.5685711757381139,medium,Other,4.804021044733257,13.887044863935726,0.029103951587253832,0.5643,8877.305785123966,0.08614536414876074,1
Уралуорск-6240,0.5683057253787535,nano,CEHAC,3.295836866004329,13.831203772787113,0.03134850903432641,0.9016,39069.846153846156,0.08386820710312366,1
Тихполград,0.568254677275871,medium,DIY,3.6888794541139363,14.701894094915202,0.02608906065749204,0.7375,62213.794871794875,0.10359242325277597,1
Велальпорт,0.5681553772688253,medium,DIY,4.394449154672439,14.37290788693832,0.018397900815536553,0.8576,21826.5125,0.11419959812458139,1
Илольпорт,0.568014471670392,big,CEHAC,4.663439094112067,15.106523438868003,0.014701369460988066,0.7011,34633.01904761905,0.14403506487870504,1
Зоравполис,0.5679982219274546,medium,Other,5.25227342804663,14.362869826408007,0.02275551829123258,0.3625,9098.32105263158,0.07431240608871759,1
Уствилово,0.5679615965619164,medium,CEHAC,3.2188758248682006,12.969568777684673,0.029262906045826816,0.9883,17881.333333333332,0.17735849056603772,1
Малмарпорт,0.5676954818122137,medium,DIY,3.6375861597263857,14.410080276963221,0.031553263290373924,0.7381,48979.72972972973,0.07664483331703979,1
Белоорск,0.567679862989473,medium,Fashion,3.7376696182833684,14.044519275514507,0.03080253749262684,0.7424,30667.121951219513,0.1049830420036525,1
Холдельемир,0.5675514390124378,medium,Home,4.204692619390966,14.52723461489458,0.023231345184334683,0.6639,30871.21212121212,0.14239721557537524,1
Эльовчестер,0.5671789597069887,medium,Fashion,4.406719247264253,14.223533059818266,0.013608163107626742,0.9418,18565.925925925927,0.18009347412151636,1
Уралинвиль,0.5669034081573253,big,DIY,3.4657359027997265,14.107203575809319,0.03878186860894895,0.6273,43183.58064516129,0.11944978677146918,1
Елооград,0.566850034109929,small,CEHAC,3.1780538303479458,14.347289323401476,0.03928086224073906,0.6793,73998.08695652174,0.08669587272308046,1
Миревоград,0.5667071568231853,medium,Other,4.2626798770413155,14.06626149418001,0.037392608293683904,0.6698,18356.985714285714,0.05163576059098447,1
Форовхилл,0.5666983957086217,nano,DIY,2.5649493574615367,12.804046136970516,0.03531076075423934,0.8742,30307.083333333332,0.25461254612546125,1
Холесково,0.566674265571735,small,DIY,3.4339872044851463,12.771144948147176,0.03214485431651208,0.8808,11730.466666666667,0.34713057388522295,1
Илабург,0.5666390014303275,small,FMCG,3.4657359027997265,12.600790205091574,0.04110940583205437,0.8625,9573.935483870968,0.2579047619047619,1
Ясольорск,0.566547881359985,medium,Other,4.962844630259907,12.781980704985394,0.02624201769289355,0.7958,2505.2676056338028,0.09638890439247642,1
Ладланчестер,0.5664528107723119,medium,CEHAC,5.14166355650266,14.690096822720411,0.020770184149751913,0.5362,14105.188235294117,0.0335095731347154,1
Новельвиль,0.5661104592104873,medium,Other,2.4849066497880004,12.959891505622851,0.0533279257356586,0.9175,38638.09090909091,0.10241676525266181,1
Старольбург,0.5660430681752308,medium,DIY,2.70805020110221,14.04662307257814,0.028449263281620122,0.8033,90000.0,0.1370151770657673,1
Старополис,0.565431599250723,medium,DIY,2.302585092994046,13.260050124572329,0.028372347208306767,0.8986,63756.333333333336,0.20626003210272872,1
Нординчестер,0.5654032872521721,medium,Other,4.5217885770490405,14.415720291561644,0.02433878187441305,0.6605,20027.472527472528,0.08130978660779985,1
Малинчестер,0.5652968040246008,big,CEHAC,4.787491742782046,15.245353752397909,0.015230427146031749,0.6218,35109.60504201681,0.12564806343397378,1
Эльиск,0.5650829158888551,nano,Pharma,2.3978952727983707,13.694650543259495,0.04003568895701311,0.6133,88615.7,0.30114285714285716,1
Малапорт,0.5649529557428522,medium,Other,3.6635616461296463,13.15822460765503,0.03240349161305727,0.8215,13638.28947368421,0.15205192155084457,1
Белайвиль,0.5649217817089703,medium,CEHAC,4.990432586778736,13.408882774210658,0.021039076580503642,0.6776,4560.897260273972,0.13191300129366107,1
Беритаун,0.5648324442436258,big,Home,4.762173934797756,15.37045173467775,0.015878185792800387,0.6837,40817.30172413793,0.08659565881134956,1
Малавинск,0.564820409064733,top100,CEHAC,5.631211781821365,16.821092860311648,0.009553303058760801,0.2182,72654.57913669065,0.0708805979935742,1
Еларово,0.5646636623966014,medium,DIY,4.174387269895637,13.800394889695312,0.03245667799632251,0.773,15390.578125,0.06532188841201717,1
Аренистан,0.5645266312774615,medium,DIY,1.9459101490553132,14.438048024937963,0.04881801044397738,0.7491,173215.33142857207,0.05725699067909454,1
Берельистан,0.5644336229861254,big,Other,5.337538079701318,13.951519379226632,0.016955712322979464,0.6979,5534.739130434783,0.03074566646742379,1
Ясстосково,0.5642265181175894,medium,DIY,4.04305126783455,14.462659348723674,0.040469516468114926,0.5535,34108.67857142857,0.07107945817623237,1
Форарово,0.5640971459218272,medium,CEHAC,4.007333185232471,14.139008997661724,0.018476518302173162,0.8919,25591.722222222223,0.1639614855570839,1
Арфордвиль,0.5640564796876508,medium,Other,4.382026634673881,14.094884715059841,0.023580578489560883,0.8332,16737.98734177215,0.06711975626904149,1
Раденск,0.5639170264788982,medium,CEHAC,3.6888794541139363,14.65942885691869,0.017494680499906053,0.8522,59627.179487179485,0.1960812772133527,1
Портенистан,0.5638543289643188,medium,Other,3.295836866004329,13.820449342067784,0.030243898822029,0.8248,38651.92307692308,0.10648469742164834,1
Белольемир,0.5636614654229346,medium,DIY,3.6635616461296463,14.620539842322243,0.02090326712479554,0.8606,58862.13157894737,0.11367394899469058,1
Старобург,0.5636612891150289,medium,DIY,4.189654742026425,14.01386867238007,0.026753653207943696,0.7311,18759.96923076923,0.09833286239050579,1
Солняркент,0.5634151920300392,medium,DIY,4.23410650459726,14.246535544755252,0.029647896972187972,0.5929,22629.897058823528,0.1019716574245225,1
Береоград,0.5632906306426183,medium,FMCG,5.111987788356544,13.133894636150014,0.016758437449553663,0.7133,3065.4424242424243,0.20401472965690678,1
Радербург,0.5631699830812665,small,CEHAC,3.5263605246161616,13.953996904504189,0.02941069280950472,0.9704,34804.030303030304,0.03965303593556382,1
Ярилинск,0.5629183956290584,medium,DIY,4.127134385045092,14.11832111561588,0.0303389155540651,0.6958,22191.09836065574,0.07564766839378238,1
Велмирпорт,0.5628479998397392,medium,DIY,2.4849066497880004,13.531247965753657,0.033067377021886966,0.7328,68415.27272727272,0.1946811257423186,1
Бермарово,0.5628383923923493,medium,DIY,4.02535169073515,15.81552719067698,0.03817980584821014,0.5385,134348.69090909092,0.007302500553219739,1
Росальино,0.5625721886678563,medium,CEHAC,2.5649493574615367,12.656995386963118,0.03438024117261576,0.8965,26162.583333333332,0.29862158087443463,1
Лесоово,0.5624330210649943,medium,Pharma,4.770684624465665,12.333339456574985,0.026839662105386776,0.8701,1941.3931623931624,0.16654229699477646,1
Мирполоград,0.562321503720284,medium,DIY,4.418840607796598,14.616752213507075,0.028264483949354137,0.6243,27174.451219512193,0.04803746185415132,1
Тихфордхилл,0.5622944541361645,nano,Other,3.1354942159291497,14.189342573978427,0.025755076621613523,0.6556,66058.72727272728,0.38051396195872117,1
Эльинорск,0.5621027325569169,medium,DIY,3.9889840465642745,14.27255938494938,0.022081241506537765,0.7906,29800.094339622643,0.12165178571428571,1
Тихиград,0.5620628770888524,medium,CEHAC,4.709530201312334,15.852727168343106,0.0057432377089923665,0.6964,69720.29090909091,0.14960372757359344,1
Скалярбург,0.5618007621741016,medium,CEHAC,4.127134385045092,15.001257271606855,0.02341186707615671,0.7351,53657.852459016394,0.06512738077841103,1
Тадорино,0.5616247017252461,medium,CEHAC,5.017279836814924,12.976055859413096,0.022716987869309077,0.7203,2879.633333333333,0.11709256104486088,1
Южмирград,0.561622894613736,medium,Pharma,5.030437921392435,13.417407781260447,0.024147129415909123,0.6254,4418.368421052632,0.08548160299976565,1
Холурино,0.5614831340920781,big,CEHAC,5.153291594497779,15.47485039728293,0.011748313778627853,0.598,30557.20348837209,0.057610455702058756,1
Невенск,0.5614588767363375,medium,CEHAC,4.276666119016055,15.220323879695435,0.013536845677039562,0.7028,57391.05633802817,0.3251333469352065,1
Нординкент,0.5614238998145898,medium,CEHAC,4.02535169073515,14.817324459997407,0.021368855586776286,0.8832,49513.01818181818,0.05261650114591291,1
Лесаск,0.5613976906883926,big,Other,3.784189633918261,14.194936230256037,0.027059809949692565,0.7548,33987.06976744186,0.09352406527576947,1
Мируридж,0.5611728902987635,medium,FMCG,5.472270673671475,12.14570142910388,0.01927119881253163,0.6867,794.4388185654009,0.27398748001806,1
Царарград,0.5610603657678404,top100,CEHAC,5.0238805208462765,13.052419339416195,0.0180634104244975,0.8764,3087.562913907285,0.10650358471585737,1
Долдорчестер,0.5609263803025465,medium,CEHAC,2.5649493574615367,14.297924978744726,0.03609750788986832,0.8307,134998.33333333334,0.03858908652396744,1
Тихтерград,0.5608583874019344,medium,DIY,2.302585092994046,13.786831208890401,0.02675377530255971,0.8711,107969.66666666667,0.14051240992794237,1
Холполово,0.5607937500982297,medium,DIY,3.970291913552122,15.403301659640741,0.03167554355684346,0.5261,94094.76923076923,0.06903451725862932,1
Тихольтаун,0.5607837189563623,medium,Other,3.5263605246161616,14.756292516298316,0.02523824425717713,0.7381,77635.84848484848,0.09557900952099786,1
Яскарград-232,0.560684827405017,big,Pharma,6.2285110035911835,14.289631325154122,0.009989239584145979,0.1849,3175.098814229249,0.08659810079774384,1
Еловридж,0.5606281659032237,medium,Other,3.6888794541139363,13.200987849087241,0.03168193441880038,0.8848,13869.179487179486,0.10412941677309494,1
Озервинкент-2039,0.5599653109279413,small,DIY,3.091042453358316,12.8870434945347,0.03614348379058842,0.8683,18817.04761904762,0.14254937163375225,1
Малфордридж,0.559804324652301,medium,Fashion,5.111987788356544,12.734068021852801,0.02647902147160461,0.669,2055.181818181818,0.09078580184127481,1
Приорово,0.5597196383562737,medium,CEHAC,3.4011973816621555,13.599603261689682,0.027141502860198674,0.7265,27786.51724137931,0.2641241883722666,1
Тихмирбург,0.5592830157084907,big,FMCG,5.043425116919247,13.716870741065568,0.026279205679303665,0.3674,5883.558441558442,0.12561415606644583,1
Жаровемир,0.5592209649658372,small,CEHAC,2.1972245773362196,13.064026386962805,0.026455568455158705,0.9251,58958.125,0.23060375734977773,1
Эльайельск,0.5591947572703179,medium,Fashion,3.784189633918261,14.83690301201211,0.0287828486170317,0.7011,64582.74418604651,0.050809352517985615,1
Солнорсково,0.559182277107245,medium,Other,5.093750200806762,13.333890923399565,0.01819447404881168,0.7584,3813.462962962963,0.09542986149246446,1
Уралервиль,0.5589722235485546,medium,Pharma,4.727387818712341,13.649515003769093,0.015779323320304302,0.8237,7562.9375,0.17783788352632915,1
Озервилполис,0.5589686953453202,medium,CEHAC,4.6913478822291435,14.773635124275975,0.02066761217652258,0.7009,24137.055555555555,0.03938862571645424,1
Лесихилл,0.558937975327174,medium,CEHAC,4.624972813284271,15.283773079575433,0.015386038460140798,0.7425,42986.9702970297,0.07987289045390132,1
Нордгринвиль,0.5588707983913961,medium,DIY,3.5553480614894135,14.204941808035286,0.02858639165290255,0.7482,43415.882352941175,0.08596392333709132,1
Илланск,0.5587756537166987,medium,DIY,3.258096538021482,14.337627395376373,0.04171028263145181,0.5814,67423.64,0.09358337929766501,1
Нордомельск,0.5587269839984322,nano,CEHAC,4.276666119016055,14.128295158979393,0.030872762478273905,0.6191,19256.704225352114,0.07317202589408893,1
Солнерчестер,0.558518479402208,small,DIY,2.0794415416798357,13.157894600443985,0.07032863604277236,0.9938,74012.0,0.026022304832713755,1
Жаребург,0.5582383157276621,medium,Other,4.969813299576001,13.374419308481851,0.01779500545790728,0.7382,4498.832167832168,0.14246369554331498,1
Приполоград,0.5581621530052496,big,CEHAC,4.997212273764115,15.798013657439755,0.011365538025702593,0.5371,49393.836734693876,0.1065025553382742,1
Лундорсково,0.5580282389263383,big,DIY,2.4849066497880004,15.294896503260613,0.017317341338741375,0.9987,173215.33142857207,0.12236210488180418,1
Скалелсково-2536,0.5579533134283232,medium,DIY,3.4011973816621555,14.711215243749868,0.022457683775073883,0.8784,84450.3448275862,0.07618469015795869,1
Росфордридж,0.5578537118428014,medium,DIY,3.6109179126442243,14.020743467049263,0.020510820126863692,0.8691,34105.833333333336,0.16159105034182722,1
Зориристан,0.5577295259759886,medium,DIY,4.356708826689592,13.509744620298157,0.024580361989629,0.7578,9565.688311688311,0.12748380129589632,1
Росполсково,0.5577067498387333,medium,Pharma,5.849324779946859,12.906738986219448,0.011525011180433874,0.7178,1164.791907514451,0.08160668847691749,1
