merchant_mask,score,segment_type,gen_industry,log_orders,log_gmv,CTR,price_competitiveness,avg_order_value,do_click_ratio,is_active
Лунуринск,0.763081757759139,big,DIY,6.733401891837359,16.608707771430147,0.020059150687172643,0.9106,19467.408820023837,0.23016683295821055,1
Лунавтаун,0.7611500548224744,top100,CEHAC,9.250137841850249,19.626651553934988,0.023150694719801877,0.7032,32099.95194617972,0.028059005165724304,1
Орярельск,0.7577237477332092,big,CEHAC,7.787382026484701,18.903106899369497,0.01252047555314554,0.9238,67247.8206724782,0.13899442235863133,1
Стариристан,0.7574211932430785,top100,FMCG,8.29154650988391,16.44374488677497,0.026735235893782707,0.6626,3471.871145650539,0.11466066331684534,1
Тиховридж,0.757201565967193,top100,DIY,8.824089482791823,18.622572629821526,0.021817194785805172,0.8143,18009.060927152317,0.02127239918239976,1
Зорольбург,0.7561163197056501,top100,FMCG,7.814803429489359,17.811411957713176,0.017713635772539968,0.6867,21960.7556542811,0.2971966076374429,1
Клинаридж,0.7551030006840382,medium,FMCG,6.811244378601294,15.036862761822455,0.04001325633941776,0.833,3739.54796030871,0.07318526082886563,1
Долполвиль,0.7522313078017027,top100,Pharma,9.691592993399809,17.2986478618344,0.019857010403176615,0.8478,2012.4670580964153,0.010564001394233687,1
Финвилридж,0.7520659382503931,top100,Other,7.988203597022576,16.700266968153656,0.02181444995840681,0.736,6077.828862478777,0.11638759314011095,1
Портуртаун,0.7517880739103205,big,Other,6.118097198041348,16.56042343783037,0.022625357092561114,0.9086,34355.975717439294,0.3642292279327736,1
Речоминск,0.7515221505855693,big,DIY,6.782192056006791,16.044401531617247,0.03480422866433561,0.7692,10544.33257661748,0.06019602198049794,1
Таонкент,0.7511476591611248,big,CEHAC,6.214608098422191,17.60046119769869,0.019404963655110886,0.9787,88243.47895791584,0.29502839387120966,1
Портхолмвиль,0.7508343334501224,big,Pharma,9.824660771990157,17.40125241279894,0.013829403126709189,0.8876,1952.0701725910296,0.0734720969916266,1
Дарольоград,0.7491928218273384,big,DIY,7.1252830915107115,16.944533445157855,0.019798538386406533,0.8198,18399.065217391304,0.12498222121269374,1
Старинельск,0.7472257475715253,top100,Other,8.712430973476739,16.56629580254115,0.017626240590443463,0.7061,2576.0933026164225,0.24154432021806937,1
Уралирбург,0.747205347542235,top100,DIY,8.529319371214077,18.27938274344373,0.02084918553074247,0.5749,17158.706126482215,0.1347143830551923,1
Жарвилельск-253,0.7462039100295872,big,CEHAC,6.269096283706261,16.413856973199174,0.03003391793223581,0.8418,25505.677419354837,0.09448441247002398,1
Севербринск,0.7459557746068165,top100,Pharma,9.492130118723125,16.442454458200405,0.015226023338398795,0.8895,1043.5667722951562,0.0950318233905372,1
Дароноград,0.744074827582032,top100,Other,7.934155233536322,17.988585443983876,0.020490332805778142,0.7577,23266.935483870966,0.06543262895331325,1
Велдорино,0.7435451425248611,medium,DIY,6.2324480165505225,15.579344891457355,0.03644017931547588,0.6859,11485.759842519685,0.1684006997514041,1
Скалельвиль,0.7432212626067222,medium,Other,7.167809184316444,15.798148480213772,0.01808862436710547,0.7727,5603.297067901234,0.46720765086793276,1
Берерград,0.7418761778733445,top100,Pharma,7.9355873855892,15.143020478095956,0.01681817443456437,0.8885,1349.9065855404438,0.21398586534884956,1
Северяртаун,0.7410911658879958,top100,FMCG,6.568077911411976,16.9115536237568,0.024099657856381382,0.8577,31097.45147679325,0.06527569013580893,1
Портенбург,0.7404867886050626,nano,Other,5.262690188904886,15.040499370788645,0.08768344029759229,1.0,17729.828125,0.4988344988344988,1
Эльуград,0.739468850756819,top100,CEHAC,9.577480365762678,19.28226756769195,0.022584672554206126,0.387,16397.045930031174,0.0808727236996139,1
Озервинкент,0.7392775223021177,big,Other,9.615672137861335,17.71313122584784,0.022667648627711777,0.3886,3286.326798693072,0.12680485397832972,1
Волвинистан,0.7387226514679861,big,Home,7.73718007783463,15.607463008570225,0.014988466238787445,0.9011,2619.448712352684,0.1901971605137523,1
Ярбринемир,0.737132441700347,big,CEHAC,8.005700678662542,18.164033109375232,0.04079303767424033,0.3338,25813.83917250584,0.03904584322620853,1
Зоренвиль,0.7369111833425188,top100,FMCG,7.701652362642226,16.055503820455073,0.021308499883966533,0.6768,4248.424694708277,0.1489923387810089,1
