merchant_mask;gen_industry;segment_type;in_market;gmv;orders;shows;above_market_shows;below_market_shows;clicks;do_clicks;share_above_market;share_below_market;share_normal;share_too_few_offers
Речилкент;DIY;nano;no_market;19;2;16224;0;0;517;85;;0,371;0;0,629
Камгринорск;Other;nano;no_market;14457;3;37024;0;0;1240;85;;0,3525;0,1101;0,5095
Тиххолмельск;Fashion;nano;no_market;0;0;69315;0;0;771;85;;;;
Уралхолмск;Other;small;no_market;16348;4;67594;15;17;2163;85;;0,377;0,445;0,08
Радбринск;DIY;medium;no_market;37285;2;39526;788;928;2594;85;;0,2537;0,2166;0,0877
Дарбургтаун;Home;medium;no_market;0;;27470;0;0;875;85;;0,4613;0,0221;0,5166
Царбринельск;Other;medium;no_market;0;;23345;7;7;288;85;;0,609;0,0386;0,2032
Зоральград;Fashion;nano;no_market;319;1;85961;0;0;814;85;;;;
Финавск-10792;CEHAC;nano;no_market;25369;3;162682;38497;32398;1448;85;;0,7269;0,1614;0,0094
Форуюск;DIY;medium;no_market;1425;2;31786;31;29;1229;85;;0;1;0
Ураларпорт;FMCG;small;no_market;6693;5;51948;12612;1689;1093;85;;0,8745;0,078;0,036
Жаревово;Other;small;no_market;2008;6;64723;0;0;2064;85;;0,8271;0,0236;0,0943
Царилбург;CEHAC;nano;no_market;0;0;54634;12423;4536;1004;85;;0,615;0,349;0,0055
Илтерридж-10797;DIY;small;no_market;132459;5;33887;1422;393;1171;85;;0,4585;0,4183;0,0232
Северилино;Other;medium;no_market;0;0;34184;0;0;563;85;;0,8727;0;0,1273
Берфордорск;FMCG;small;no_market;3558;11;66686;1468;1533;1384;85;;0,3827;0,2653;0,074
Неверполис;CEHAC;small;no_market;990;1;95650;45904;20495;1862;85;;0,6856;0,2966;0,0029
Зоренино-10801;;no_market;0;;13240;0;0;405;85;;;;;
Уралальхилл;Other;medium;no_market;29196;3;59159;0;0;914;85;;0,3718;0,2799;0,1981
Белирвиль;CEHAC;nano;no_market;0;0;45584;0;0;1266;85;;0,6296;0,2222;0
Волальвиль;DIY;nano;no_market;0;0;49315;1496;946;1312;85;;0,4457;0,3437;0,0229
Солнантаун;Home;small;no_market;0;0;62581;1238;1232;1522;85;;0,4055;0,3802;0,005
Малвилоград-10806;Home;small;no_market;0;0;17064;0;0;583;85;;0;0;1
Миральполис;CEHAC;small;no_market;808;7;46883;19057;29323;975;85;;0,4186;0,4156;0
Чисточестер;FMCG;small;no_market;1322;6;69700;0;0;1239;85;;;;
Новланино;Pharma;nano;no_market;12;1;44484;20939;10513;711;85;;0,513;0,3283;0,0155
Клинурпорт;DIY;nano;no_market;66;6;125829;2;2;1593;85;;0,5683;0,2417;0,0117
Эльальельск;FMCG;medium;no_market;10828;2;44529;27641;27543;554;85;;0,7695;0,1484;0,0006
Устуюбург;DIY;nano;no_market;0;;28118;0;0;576;85;;;;
Северхолмемир;CEHAC;small;no_market;0;0;28007;0;0;582;85;;1;0;0
Велстобург-10814;CEHAC;medium;no_market;151984;42;955647;0;0;19432;85;;;;
Орилорск;Pharma;small;no_market;75206;46;51720;23;23;3316;85;;0,6633;0,1833;0,11
Жареркент-10816;Other;small;no_market;0;0;43817;0;0;602;85;;0,1532;0;0,8468
Уралевельск;Home;big;no_market;132599;15;530819;2420;2399;6145;85;;0,5833;0,1332;0,0636
Ярайино-10818;DIY;nano;no_market;2625;6;36991;9293;976;975;85;;0,8495;0,1227;0,0066
Чисттерград;DIY;medium;no_market;172;9;154795;0;0;2435;85;;;;
Лесавкент;Other;medium;no_market;1485;16;100751;0;0;2733;85;;0,448;0,4257;0,1262
Миркарполис-10821;Other;small;market;0;0;37525;5;4;1081;85;;0,579;0,3529;0,021
Лестерово;DIY;small;no_market;11254;3;87957;2;2;1018;85;;0,755;0,1252;0,0115
Радмирсково;;no_market;0;;40104;0;0;547;85;;0,535;0,1181;0,3299;
Старинтаун-10824;DIY;small;no_market;0;0;25088;88;72;662;85;;0,2028;0,6605;0,0194
Елайкент-10825;CEHAC;nano;no_market;8631;1;27633;114;12;459;85;;0,0138;0,3073;0
Новвилвиль;Other;small;no_market;391;1;31488;30;31;1084;85;;0,4956;0,2551;0,0239
Светанполис-10827;Home;nano;no_market;67;2;59360;263;198;1778;85;;0,4702;0,375;0,0257
Мирвилск-10828;;no_market;0;;71943;97;150;1354;85;;0,2548;0,5356;0,0117;
Доланчестер;Pharma;medium;no_market;655;4;74249;32;3821;1593;85;;0,4254;0,25;0,0284
Зормаристан;;;no_market;0;;17410;0;0;336;85;;;;
Воломск;Fashion;small;no_market;0;0;67436;0;0;1557;85;;0;0;0,9524
Орфордград;Other;medium;no_market;141;14;59782;6;6;4944;85;;0,0396;0,0396;0
Светдельино;Other;nano;no_market;670;1;22268;10;10;854;85;;0,3721;0,5218;0,0083
Елстоемир;DIY;small;market;92905;4;69463;23554;16364;1143;85;;0,6726;0,2814;0,0093
Радеино;Other;nano;no_market;0;0;23437;0;0;481;85;;;;
Росстоорск;DIY;nano;no_market;20062;7;53673;4746;3195;1653;85;;0,5833;0,2627;0,0287
Дарвилкент;Other;nano;no_market;1642;1;34395;0;0;567;85;;0,9754;0;0,0246
Гореворск;DIY;small;market;975;3;37602;60;33;973;85;;0,6933;0,1879;0,064
Велуюридж-10839;CEHAC;nano;no_market;275;5;27205;12521;5886;639;85;;0,7676;0,1928;0,0063
Оркартаун;DIY;medium;no_market;28707;7;70502;872;629;1478;85;;0,6441;0,1772;0,0954
Илбургистан;DIY;nano;no_market;0;0;33497;567;98;681;85;;0,5619;0,4151;0,006
Приинвиль-10842;Home;small;no_market;0;0;24088;0;0;639;85;;;;
Озеририно;Other;medium;market;0;0;149421;1991;950;4639;85;;0,8081;0,1142;0,0452
Клинбринчестер;DIY;nano;no_market;0;;20958;0;0;379;85;;0,1111;0,8559;0,015
Велевчестер;;;no_market;0;0;77451;19823;13103;1995;85;;0,5604;0,292;0,0572
Яреринск-10846;Fashion;nano;no_market;152;1;47638;2879;151;559;85;;0,5035;0,005;0,4898
Теренград-10847;DIY;small;market;0;0;39486;0;0;865;85;;0,316;0,1968;0,0196
Камельридж;Fashion;nano;no_market;4793;1;15716;0;0;580;85;;;;
Радяринск-10849;Other;nano;no_market;0;0;43295;5533;4308;484;85;;0,3472;0,5597;0,0037
Новитаун-10850;;no_market;0;0;24680;18367;4857;354;85;;0,9234;0,0641;0,002;
Маларино;DIY;nano;no_market;297;1;46607;1520;1338;976;85;;0,3013;0,5872;0,0124
Жаронсково;DIY;small;market;4251;5;104424;0;0;2148;85;;0,7026;0,2118;0,0545
Илдорельск-10853;Other;small;no_market;1418;2;10976;0;0;255;85;;;;
Новмироград;CEHAC;nano;no_market;0;0;21499;7;0;590;85;;0,3301;0,524;0,0112
Солнарридж;Other;small;no_market;19;2;95661;0;0;1462;84;;0,5096;0,301;0,1174
Росуполис;DIY;small;no_market;3947;2;82132;49043;41690;1308;84;;0,6244;0,2824;0,0059
Эльуюинск;DIY;medium;no_market;0;0;42618;1332;1285;862;84;;0,7589;0,129;0,0561
Ореинск;Fashion;medium;no_market;1725;1;174733;0;0;1629;84;;1;0;0
Скаланово;Home;nano;no_market;325;1;90443;0;0;1080;84;;1;0;0
Елполово-10860;DIY;nano;no_market;1344;1;21293;0;0;437;84;;0,4118;0,0588;0
Теревино-10861;FMCG;medium;no_market;85566;14;122552;432;434;2562;84;;0,5077;0,4615;0
Светфордельск;Home;medium;no_market;0;0;54174;839;775;1637;84;;0,3384;0,2707;0,0457
Приерград;DIY;nano;no_market;1687;1;23189;156;316;448;84;;0,6676;0,1191;0
Финвинвиль;CEHAC;nano;no_market;700;1;19159;369;177;356;84;;0,8576;0,14;0
Уралгринкент;Pharma;small;no_market;48;10;64871;19203;14884;3014;84;;0,8062;0,1281;0,0358
Таорполис;DIY;nano;no_market;0;0;13851;1747;264;788;84;;0,9571;0,0363;0,0043
Холеемир;DIY;small;no_market;19025;6;17595;0;0;875;84;;0,2335;0;0,3735
Камгринполис;FMCG;small;no_market;432;11;70436;31917;31686;1449;84;;0,4932;0,2504;0,0146
Финтерридж;;no_market;0;0;72071;1;1;1681;84;;0,3689;0,1868;0,3721;
Илольорск;Other;nano;no_market;0;0;34577;0;0;516;84;;;;
Дармирово;Other;nano;no_market;0;0;56459;0;0;962;84;;0,6427;0,0404;0,3056
Ладмарполис;Other;small;no_market;3845;1;38842;0;0;769;84;;0,579;0,0576;0,3429
Светенридж;Home;medium;no_market;0;0;53110;0;0;1170;84;;;;
Елочестер;Other;nano;no_market;3625;5;11089;2;2;704;84;;0,9512;0;0,0488
Берилридж;Other;nano;market;2;1;15156;9;0;462;84;;0,8571;0;0
Камомполис;Other;nano;no_market;865;4;24976;0;0;1188;84;;0,6667;0;0,3333
Орбринино-10877;DIY;nano;no_market;0;0;101431;7;1;887;84;;0,5613;0,1389;0,253
Волдельбург;DIY;nano;no_market;0;0;58041;500;229;1313;84;;0,8626;0,0969;0
Холмирово;CEHAC;nano;no_market;0;0;25550;11601;7557;296;84;;0,5692;0,3331;0,0202
Финтеремир;Home;small;no_market;2092;2;58377;6;32;1098;84;;0,5614;0,2314;0,0199
Таорск;Fashion;medium;no_market;350;1;66257;0;0;413;84;;1;0;0
Яравхилл-10882;Other;nano;no_market;55;1;51053;21;20;559;84;;0,7339;0,186;0,0413
Долмиркент-10883;DIY;medium;no_market;0;0;112451;33;38;3450;84;;0,9291;0,0208;0,0199
Армиринск;DIY;nano;no_market;55;1;19083;1419;1278;446;84;;0,4921;0,3944;0,0052
Ярсторидж-10885;Pharma;medium;no_market;20475;2;61507;12036;7141;2266;84;;0,5901;0,2199;0,0058
Южерельск;DIY;small;no_market;472;4;55234;950;382;1223;84;;0,7344;0,1111;0,0034
Невосково;DIY;nano;no_market;55;1;12325;129;105;396;84;;0,296;0,4453;0,029
Тихайград-10888;DIY;nano;no_market;0;0;53462;466;49;916;84;;0,9962;0,0035;0
Арарск;Fashion;nano;no_market;0;0;23817;10070;3268;470;84;;0,778;0,1842;0,0068
Илвиноград;CEHAC;nano;no_market;200;2;32154;10928;5878;1196;84;;0,565;0,2668;0,0121
